topic~key,Book,Citation,bk1,c1,vf1,vt1,bk2,c2,vf2,vt2,bk3,c3,vf3,vt3,bk4,c4,vf4,vf4,bk5,c5,vf5,vt5,bk6,c6,vf6,vt6
le.ep.me.m02.d08~lemeLI.Epistle.chapverse,Ephesians,2.4-10,Ephesians,2,4,10,,,,,,,,,,,,,,,,,,,,
le.ep.me.m02.d09~lemeLI.Epistle.chapverse,Ephesians,5.8-19,Ephesians,5,8,19,,,,,,,,,,,,,,,,,,,,
le.ep.me.m02.d10~lemeLI.Epistle.chapverse,2 Timothy,2.1-10,2 Timothy,2,1,10,,,,,,,,,,,,,,,,,,,,
le.ep.me.m02.d11~lemeLI.Epistle.chapverse,Hebrews,4.14-16; 5.1-6,Hebrews,4,14,16,Hebrews,5,1,6,,,,,,,,,,,,,,,,
le.ep.me.m02.d15~lemeLI.Epistle.chapverse,Philemon,1.1-25,Philemon,1,1,25,,,,,,,,,,,,,,,,,,,,
le.ep.me.m02.d17~lemeLI.Epistle.chapverse,2 Timothy,2.1-10,2 Timothy,2,1,10,,,,,,,,,,,,,,,,,,,,
le.ep.me.m02.d23~lemeLI.Epistle.chapverse,Ephesians,4.7-13,Ephesians,4,7,13,,,,,,,,,,,,,,,,,,,,
le.ep.me.m02.d24~lemeLI.Epistle.chapverse,2 Corinthians,4.6-15,2 Corinthians,4,6,15,,,,,,,,,,,,,,,,,,,,
le.ep.me.m02.d26~lemeLI.Epistle.chapverse,Hebrews,13.17-21,Hebrews,13,17,21,,,,,,,,,,,,,,,,,,,,
le.ep.me.m03.d09~lemeLI.Epistle.chapverse,Hebrews,12.1-10,Hebrews,12,1,10,,,,,,,,,,,,,,,,,,,,
le.ep.me.m03.d25~lemeLI.Epistle.chapverse,Hebrews,2.11-18,Hebrews,2,11,18,,,,,,,,,,,,,,,,,,,,
le.ep.me.m03.d26~lemeLI.Epistle.chapverse,Hebrews,2.2-10,Hebrews,2,2,10,,,,,,,,,,,,,,,,,,,,
le.ep.me.m03.d30~lemeLI.Epistle.chapverse,Galatians,5.22-26; 6.1-2,Galatians,5,22,26,Galatians,6,1,2,,,,,,,,,,,,,,,,
le.ep.me.m04.d01~lemeLI.Epistle.chapverse,Galatians,3.23-29; 4.1-5,Galatians,3,23,29,Galatians,4,1,5,,,,,,,,,,,,,,,,
le.ep.me.m04.d10~lemeLI.Epistle.chapverse,Hebrews,7.26-28; 8.1-2,Hebrews,7,26,28,Hebrews,8,1,2,,,,,,,,,,,,,,,,
le.ep.me.m04.d23~lemeLI.Epistle.chapverse,Acts,12.1-11,Acts,12,1,11,,,,,,,,,,,,,,,,,,,,
le.ep.me.m04.d25~lemeLI.Epistle.chapverse,1 Peter,5.6-14,1 Peter,5,6,14,,,,,,,,,,,,,,,,,,,,
le.ep.me.m04.d29~lemeLI.Epistle.chapverse,1 Corinthians,4.9-16,1 Corinthians,4,9,16,,,,,,,,,,,,,,,,,,,,
le.ep.me.m04.d30~lemeLI.Epistle.chapverse,Acts,12.1-11,Acts,12,1,11,,,,,,,,,,,,,,,,,,,,
le.ep.me.m05.d01~lemeLI.Epistle.chapverse,1 Thessalonians,2.14-20,1 Thessalonians,2,14,20,,,,,,,,,,,,,,,,,,,,
le.ep.me.m05.d02~lemeLI.Epistle.chapverse,Hebrews,13.7-16,Hebrews,13,7,16,,,,,,,,,,,,,,,,,,,,
le.ep.me.m05.d07~lemeLI.Epistle.chapverse,Acts,26.1; 26.12-20,Acts,26,1,1,Acts,26,12,20,,,,,,,,,,,,,,,,
le.ep.me.m05.d08~lemeLI.Epistle.chapverse,1 John,1.1-7,1 John,1,1,7,,,,,,,,,,,,,,,,,,,,
le.ep.me.m05.d08~lemeVE.Reading1.chapverse,1 John,3.21-24; 4.1-6,1 John,3,21,24,1 John,4,1,6,,,,,,,,,,,,,,,,
le.ep.me.m05.d08~lemeVE.Reading2.chapverse,1 John,4.11-16,1 John,4,11,16,,,,,,,,,,,,,,,,,,,,
le.ep.me.m05.d08~lemeVE.Reading3.chapverse,1 John,4.20-21; 5.1-5,1 John,4,20,21,1 John,5,1,5,,,,,,,,,,,,,,,,
le.ep.me.m05.d09~lemeLI.Epistle.chapverse,1 Thessalonians,2.14-20,1 Thessalonians,2,14,20,,,,,,,,,,,,,,,,,,,,
le.ep.me.m05.d10~lemeLI.Epistle.chapverse,1 Corinthians,4.9-16,1 Corinthians,4,9,16,,,,,,,,,,,,,,,,,,,,
le.ep.me.m05.d11~lemeLI.Epistle.chapverse,Colossians,3.12-16,Colossians,3,12,16,,,,,,,,,,,,,,,,,,,,
le.ep.me.m05.d15~lemeLI.Epistle.chapverse,Galatians,5.22-26; 6.1-2,Galatians,5,22,26,Galatians,6,1,2,,,,,,,,,,,,,,,,
le.ep.me.m05.d20~lemeLI.Epistle.chapverse,Romans,8.28-39,Romans,8,28,39,,,,,,,,,,,,,,,,,,,,
le.ep.me.m05.d21~lemeLI.Epistle.chapverse,Acts,26.1; 12-20,Acts,26,1,1,Acts,1,12,20,,,,,,,,,,,,,,,,
le.ep.me.m05.d24~lemeLI.Epistle.chapverse,Colossians,3.12-16,Colossians,3,12,16,,,,,,,,,,,,,,,,,,,,
le.ep.me.m05.d25~lemeLI.Epistle.chapverse,2 Corinthians,4.6-15,2 Corinthians,4,6,15,,,,,,,,,,,,,,,,,,,,
le.ep.me.m05.d26~lemeLI.Epistle.chapverse,1 Corinthians,4.9-16,1 Corinthians,4,9,16,,,,,,,,,,,,,,,,,,,,
le.ep.me.m05.d29~lemeLI.Epistle.chapverse,Galatians,3.23-29; 4.1-5,Galatians,3,23,29,Galatians,4,1,5,,,,,,,,,,,,,,,,
le.ep.me.m06.d02~lemeLI.Epistle.chapverse,Hebrews,8.1-6,Hebrews,8,1,6,,,,,,,,,,,,,,,,,,,,
le.ep.me.m06.d04~lemeLI.Epistle.chapverse,Hebrews,7.26-28; 8.1-2,Hebrews,7,26,28,Hebrews,8,1,2,,,,,,,,,,,,,,,,
le.ep.me.m06.d08~lemeLI.Epistle.chapverse,Ephesians,2.4-10,Ephesians,2,4,10,,,,,,,,,,,,,,,,,,,,
le.ep.me.m06.d09~lemeLI.Epistle.chapverse,Hebrews,7.26-28; 8.1-2,Hebrews,7,26,28,Hebrews,8,1,2,,,,,,,,,,,,,,,,
le.ep.me.m06.d11~lemeLI.Epistle.chapverse,Acts,11.19-30,Acts,11,19,30,,,,,,,,,,,,,,,,,,,,
le.ep.me.m06.d12~lemeLI.Epistle.chapverse,Acts,5.35-41,Acts,5,35,41,,,,,,,,,,,,,,,,,,,,
le.ep.me.m06.d14~lemeLI.Epistle.chapverse,James,5.10-20,James,5,10,20,,,,,,,,,,,,,,,,,,,,
le.ep.me.m06.d14~lemeLI.Epistle2.chapverse,Hebrews,5.4-10,Hebrews,5,4,10,,,,,,,,,,,,,,,,,,,,
le.ep.me.m06.d17~lemeLI.Epistle.chapverse,Ephesians,6.10-17,Ephesians,6,10,17,,,,,,,,,,,,,,,,,,,,
le.ep.me.m06.d19~lemeLI.Epistle.chapverse,Jude,1.1-25,Jude,1,1,25,,,,,,,,,,,,,,,,,,,,
le.ep.me.m06.d19~lemeVE.Reading1.chapverse,Jude,1.1-10,Jude,1,1,10,,,,,,,,,,,,,,,,,,,,
le.ep.me.m06.d19~lemeVE.Reading2.chapverse,Jude,1.11-16,Jude,1,11,16,,,,,,,,,,,,,,,,,,,,
le.ep.me.m06.d19~lemeVE.Reading3.chapverse,Jude,1.17-25,Jude,1,17,25,,,,,,,,,,,,,,,,,,,,
le.ep.me.m06.d24~lemeLI.Epistle.chapverse,Romans,13.1-14; 14.1-4,Romans,13,1,14,Romans,14,1,4,,,,,,,,,,,,,,,,
le.ep.me.m06.d25~lemeLI.Epistle.chapverse,Hebrews,10.32-38,Hebrews,10,32,38,,,,,,,,,,,,,,,,,,,,
le.ep.me.m06.d26~lemeLI.Epistle.chapverse,Galatians,5.22-26; 6.1-2,Galatians,5,22,26,Galatians,6,1,2,,,,,,,,,,,,,,,,
le.ep.me.m06.d27~lemeLI.Epistle.chapverse,2 Corinthians,9.6-11,2 Corinthians,9,6,11,,,,,,,,,,,,,,,,,,,,
le.ep.me.m06.d28~lemeLI.Epistle.chapverse,1 Corinthians,12.7-11,1 Corinthians,12,7,11,,,,,,,,,,,,,,,,,,,,
le.ep.me.m06.d29~lemeLI.Epistle.chapverse,2 Corinthians,11.21-33; 12.1-9,2 Corinthians,11,21,33,2 Corinthians,12,1,9,,,,,,,,,,,,,,,,
le.ep.me.m06.d29~lemeVE.Reading1.chapverse,1 Peter,1.3-9,1 Peter,1,3,9,,,,,,,,,,,,,,,,,,,,
le.ep.me.m06.d29~lemeVE.Reading2.chapverse,1 Peter,1.13-19,1 Peter,1,13,19,,,,,,,,,,,,,,,,,,,,
le.ep.me.m06.d29~lemeVE.Reading3.chapverse,1 Peter,2.11-24,1 Peter,2,11,24,,,,,,,,,,,,,,,,,,,,
le.ep.me.m06.d30~lemeLI.Epistle.chapverse,1 Corinthians,4.9-16,1 Corinthians,4,9,16,,,,,,,,,,,,,,,,,,,,
le.ep.me.m07.d01~lemeLI.Epistle.chapverse,1 Corinthians,12.27-31; 13.1-8,1 Corinthians,12,27,31,1 Corinthians,13,1,8,,,,,,,,,,,,,,,,
le.ep.me.m07.d02~lemeLI.Epistle.chapverse,Hebrews,9.1-7,Hebrews,9,1,7,,,,,,,,,,,,,,,,,,,,
le.ep.me.m07.d04~lemeLI.Epistle.chapverse,Galatians,5.22-26; 6.1-2,Galatians,5,22,26,Galatians,6,1,2,,,,,,,,,,,,,,,,
le.ep.me.m07.d08~lemeLI.Epistle.chapverse,1 Timothy,4.9-15,1 Timothy,4,9,15,,,,,,,,,,,,,,,,,,,,
le.ep.me.m07.d09~lemeLI.Epistle.chapverse,Hebrews,7.26-28; 8.1-2,Hebrews,7,26,28,Hebrews,8,1,2,,,,,,,,,,,,,,,,
le.ep.me.m07.d11~lemeLI.Epistle.chapverse,2 Corinthians,6.1-10,2 Corinthians,6,1,10,,,,,,,,,,,,,,,,,,,,
le.ep.me.m07.d13~lemeLI.Epistle.chapverse,Hebrews,2.2-10,Hebrews,2,2,10,,,,,,,,,,,,,,,,,,,,
le.ep.me.m07.d14~lemeLI.Epistle.chapverse,1 Corinthians,4.9-16,1 Corinthians,4,9,16,,,,,,,,,,,,,,,,,,,,
le.ep.me.m07.d15~lemeLI.Epistle.chapverse,1 Corinthians,13.11-14; 14.1-5,1 Corinthians,13,11,14,1 Corinthians,14,1,5,,,,,,,,,,,,,,,,
le.ep.me.m07.d17~lemeLI.Epistle.chapverse,Romans,8.28-39,Romans,8,28,39,,,,,,,,,,,,,,,,,,,,
le.ep.me.m07.d20~lemeLI.Epistle.chapverse,James,5.10-20,James,5,10,20,,,,,,,,,,,,,,,,,,,,
le.ep.me.m07.d21~lemeLI.Epistle.chapverse,1 Corinthians,3.18-23,1 Corinthians,3,18,23,,,,,,,,,,,,,,,,,,,,
le.ep.me.m07.d22~lemeLI.Epistle.chapverse,1 Corinthians,9.2-12,1 Corinthians,9,2,12,,,,,,,,,,,,,,,,,,,,
le.ep.me.m07.d24~lemeLI.Epistle.chapverse,2 Thessalonians,2.13-17; 3.1-5,2 Thessalonians,2,13,17,2 Thessalonians,3,1,5,,,,,,,,,,,,,,,,
le.ep.me.m07.d25~lemeLI.Epistle.chapverse,Galatians,4.22-27,Galatians,4,22,27,,,,,,,,,,,,,,,,,,,,
le.ep.me.m07.d26~lemeLI.Epistle.chapverse,1 Timothy ,3.13-16; 4.1-5,1 Timothy ,3,13,16,1 Timothy,4,1,5,,,,,,,,,,,,,,,,
le.ep.me.m07.d26~lemeLI.Epistle2.chapverse,Galatians,3.23-29; 4.1-5,Galatians,3,23,29,Galatians,4,1,5,,,,,,,,,,,,,,,,
le.ep.me.m07.d27~lemeLI.Epistle.chapverse,2 Timothy,2.1-10,2 Timothy,2,1,10,,,,,,,,,,,,,,,,,,,,
le.ep.me.m07.d28~lemeLI.Epistle.chapverse,Acts,6.1-7,Acts,6,1,7,,,,,,,,,,,,,,,,,,,,
le.ep.me.m07.d29~lemeLI.Epistle.chapverse,Romans,8.28-39,Romans,8,28,39,,,,,,,,,,,,,,,,,,,,
le.ep.me.m07.d31~lemeLI.Epistle.chapverse,Romans,8.14-21,Romans,8,14,21,,,,,,,,,,,,,,,,,,,,
le.ep.me.m07.dHF~lemeLI.Epistle.chapverse,Titus,3.8-15,Titus,3,8,15,,,,,,,,,,,,,,,,,,,,
le.ep.me.m08.d01~lemeLI.Epistle.chapverse,Hebrews,11.33-40; 12.1-2,Hebrews,11,33,40,Hebrews,12,1,2,,,,,,,,,,,,,,,,
le.ep.me.m08.d02~lemeLI.Epistle.chapverse,Acts,6.8-15; 7.1-5; 47-60,Acts,6,8,15,Acts,7,1,5,Acts,7,47,60,,,,,,,,,,,,
le.ep.me.m08.d03~lemeLI.Epistle.chapverse,Galatians,5.22-26; 6.1-2,Galatians,5,22,26,Galatians,6,1,2,,,,,,,,,,,,,,,,
le.ep.me.m08.d06~lemeLI.Epistle.chapverse,2 Peter,1.10-19,2 Peter,1,10,19,,,,,,,,,,,,,,,,,,,,
le.ep.me.m08.d07~lemeLI.Epistle.chapverse,2 Timothy,1.8-18,2 Timothy,1,8,18,,,,,,,,,,,,,,,,,,,,
le.ep.me.m08.d09~lemeLI.Epistle.chapverse,Acts,1.12-17; 1.23-26,Acts,1,12,17,Acts,1,23,26,,,,,,,,,,,,,,,,
le.ep.me.m08.d09~lemeVE.Reading1.chapverse,Acts,1.15-26,Acts,1,15,26,,,,,,,,,,,,,,,,,,,,
le.ep.me.m08.d10~lemeLI.Epistle.chapverse,2 Timothy,2.1-10,2 Timothy,2,1,10,,,,,,,,,,,,,,,,,,,,
le.ep.me.m08.d11~lemeLI.Epistle.chapverse,Romans,8.28-39,Romans,8,28,39,,,,,,,,,,,,,,,,,,,,
le.ep.me.m08.d13~lemeLI.Epistle.chapverse,Ephesians,6.10-17,Ephesians,6,10,17,,,,,,,,,,,,,,,,,,,,
le.ep.me.m08.d15~lemeLI.Epistle.chapverse,Philippians,2.5-11,Philippians,2,5,11,,,,,,,,,,,,,,,,,,,,
le.ep.me.m08.d16~lemeLI.Epistle.chapverse,1 Timothy,3.13-16; 4.1-5,1 Timothy,3,13,16,1 Timothy,4,1,5,,,,,,,,,,,,,,,,
le.ep.me.m08.d18~lemeLI.Epistle.chapverse,Colossians,1.24-29; 2.1,Colossians,1,24,29,Colossians,2,1,1,,,,,,,,,,,,,,,,
le.ep.me.m08.d20~lemeLI.Epistle.chapverse,1 Corinthians,14.20-25,1 Corinthians,14,20,25,,,,,,,,,,,,,,,,,,,,
le.ep.me.m08.d25~lemeLI.Epistle.chapverse,Titus,1.1-5; 2.15; 3.1-2; 3.12-15,Titus,1,1,5,Titus,2,15,15,Titus,3,1,2,Titus,3,12,15,,,,,,,,
le.ep.me.m08.d26~lemeLI.Epistle.chapverse,Hebrews,10.32-38,Hebrews,10,32,38,,,,,,,,,,,,,,,,,,,,
le.ep.me.m08.d27~lemeLI.Epistle.chapverse,Galatians,5.22-26; 6.1-2,Galatians,5,22,26,Galatians,6,1,2,,,,,,,,,,,,,,,,
le.ep.me.m08.d27~lemeLI.Epistle2.chapverse,Ephesians,6.10-17,Ephesians,6,10,17,,,,,,,,,,,,,,,,,,,,
le.ep.me.m08.d29~lemeLI.Epistle.chapverse,Acts,13.25-33,Acts,13,25,33,,,,,,,,,,,,,,,,,,,,
le.ep.me.m08.d31~lemeLI.Epistle.chapverse,Hebrews,9.1-7,Hebrews,9,1,7,,,,,,,,,,,,,,,,,,,,
le.ep.me.m09.d01~lemeLI.Epistle.chapverse,1 Timothy,2.1-7,1 Timothy,2,1,7,,,,,,,,,,,,,,,,,,,,
le.ep.me.m09.d01~lemeLI.Epistle2.chapverse,Colossians,3.12-16,Colossians,3,12,16,,,,,,,,,,,,,,,,,,,,
le.ep.me.m09.d02~lemeLI.Epistle.chapverse,Romans,8.28-39,Romans,8,28,39,,,,,,,,,,,,,,,,,,,,
le.ep.me.m09.d02~lemeLI.Epistle2.chapverse,Hebrews,7.26-28; 8.1-2,Hebrews,7,26,28,Hebrews,8,1,2,,,,,,,,,,,,,,,,
le.ep.me.m09.d03~lemeLI.Epistle.chapverse,Hebrews,13.7-16,Hebrews,13,7,16,,,,,,,,,,,,,,,,,,,,
le.ep.me.m09.d03~lemeLI.Epistle2.chapverse,2 Timothy,1.8-18,2 Timothy,1,8,18,,,,,,,,,,,,,,,,,,,,
le.ep.me.m09.d04~lemeLI.Epistle.chapverse,Hebrews,11.33-40; 12.1-2,Hebrews,11,33,40,Hebrews,12,1,2,,,,,,,,,,,,,,,,
le.ep.me.m09.d05~lemeLI.Epistle.chapverse,Hebrews,6.13-20,Hebrews,6,13,20,,,,,,,,,,,,,,,,,,,,
le.ep.me.m09.d06~lemeLI.Epistle.chapverse,Hebrews,2.2-10,Hebrews,2,2,10,,,,,,,,,,,,,,,,,,,,
le.ep.me.m09.d07~lemeLI.Epistle.chapverse,Romans,6.18-23,Romans,6,18,23,,,,,,,,,,,,,,,,,,,,
le.ep.me.m09.d08~lemeLI.Epistle.chapverse,Philippians,2.5-11,Philippians,2,5,11,,,,,,,,,,,,,,,,,,,,
le.ep.me.m09.d09~lemeLI.Epistle.chapverse,Galatians,4.22-27,Galatians,4,22,27,,,,,,,,,,,,,,,,,,,,
le.ep.me.m09.d13~lemeLI.Epistle.chapverse,Hebrews,3.1-4,Hebrews,3,1,4,,,,,,,,,,,,,,,,,,,,
le.ep.me.m09.d14~lemeLI.Epistle.chapverse,1 Corinthians,1.18-24,1 Corinthians,1,18,24,,,,,,,,,,,,,,,,,,,,
le.ep.me.m09.d15~lemeLI.Epistle.chapverse,Colossians,1.24-29,Colossians,1,24,29,,,,,,,,,,,,,,,,,,,,
le.ep.me.m09.d16~lemeLI.Epistle.chapverse,2 Corinthians,6.1-10,2 Corinthians,6,1,10,,,,,,,,,,,,,,,,,,,,
le.ep.me.m09.d20~lemeLI.Epistle.chapverse,Ephesians,6.10-17,Ephesians,6,10,17,,,,,,,,,,,,,,,,,,,,
le.ep.me.m09.d22~lemeLI.Epistle.chapverse,2 Timothy,1.8-18,2 Timothy,1,8,18,,,,,,,,,,,,,,,,,,,,
le.ep.me.m09.d23~lemeLI.Epistle.chapverse,Galatians,4.22-27,Galatians,4,22,27,,,,,,,,,,,,,,,,,,,,
le.ep.me.m09.d24~lemeLI.Epistle.chapverse,Philippians,2.5-11,Philippians,2,5,11,,,,,,,,,,,,,,,,,,,,
le.ep.me.m09.d24~lemeLI.Epistle2.chapverse,2 Timothy,3.10-15,2 Timothy,3,10,15,,,,,,,,,,,,,,,,,,,,
le.ep.me.m09.d26~lemeLI.Epistle.chapverse,1 John,4.12-19,1 John,4,12,19,,,,,,,,,,,,,,,,,,,,
le.ep.me.m09.d27~lemeLI.Epistle.chapverse,Galatians,6.11-18,Galatians,6,11,18,,,,,,,,,,,,,,,,,,,,
le.ep.me.m09.d28~lemeLI.Epistle.chapverse,2 Corinthians,4.6-15,2 Corinthians,4,6,15,,,,,,,,,,,,,,,,,,,,
le.ep.me.m09.d29~lemeLI.Epistle.chapverse,Galatians,5.22-26; 6.1-2,Galatians,5,22,26,Galatians,6,1,2,,,,,,,,,,,,,,,,
le.ep.me.m09.d30~lemeLI.Epistle.chapverse,1 Corinthians,16.13-24,1 Corinthians,16,13,24,,,,,,,,,,,,,,,,,,,,
le.ep.me.m09.dSatAC~lemeLI.Epistle.chapverse,1 Corinthians,1.26-31; 2.1-5,1 Corinthians,1,26,31,1 Corinthians,2,1,5,,,,,,,,,,,,,,,,
le.ep.me.m09.dSatBC~lemeLI.Epistle.chapverse,1 Corinthians,2.6-9,1 Corinthians,2,6,9,,,,,,,,,,,,,,,,,,,,
le.ep.me.m09.dSunAC~lemeLI.Epistle.chapverse,Galatians,2.16-20,Galatians,2,16,20,,,,,,,,,,,,,,,,,,,,
le.ep.me.m09.dSunBC~lemeLI.Epistle.chapverse,Galatians,6.11-18,Galatians,6,11,18,,,,,,,,,,,,,,,,,,,,
le.ep.me.m10.d01~lemeLI.Epistle.chapverse,Acts,9.10-19,Acts,9,10,19,,,,,,,,,,,,,,,,,,,,
le.ep.me.m10.d02~lemeLI.Epistle.chapverse,1 Timothy,1.12-17,1 Timothy,1,12,17,,,,,,,,,,,,,,,,,,,,
le.ep.me.m10.d03~lemeLI.Epistle.chapverse,Acts,17.16-34,Acts,17,16,34,,,,,,,,,,,,,,,,,,,,
le.ep.me.m10.d06~lemeLI.Epistle.chapverse,1 Corinthians,4.9-16,1 Corinthians,4,9,16,,,,,,,,,,,,,,,,,,,,
le.ep.me.m10.d06~lemeVE.Reading1.chapverse,1 John,1·1-7,1 John,1,1,7,,,,,,,,,,,,,,,,,,,,
le.ep.me.m10.d06~lemeVE.Reading3.chapverse,Jude,1.1-7; 17-25,Jude,1,1,7,Jude,1,17,25,,,,,,,,,,,,,,,,
le.ep.me.m10.d07~lemeLI.Epistle.chapverse,Hebrews,11.33-40; 12.1-2,Hebrews,11,33,40,Hebrews,12,1,2,,,,,,,,,,,,,,,,
le.ep.me.m10.d08~lemeLI.Epistle.chapverse,Ephesians,5.8-19,Ephesians,5,8,19,,,,,,,,,,,,,,,,,,,,
le.ep.me.m10.d09~lemeLI.Epistle.chapverse,1 Corinthians,4.9-16,1 Corinthians,4,9,16,,,,,,,,,,,,,,,,,,,,
le.ep.me.m10.d10~lemeLI.Epistle.chapverse,Romans,8.28-39,Romans,8,28,39,,,,,,,,,,,,,,,,,,,,
le.ep.me.m10.d11~lemeLI.Epistle.chapverse,Acts,8.26-39,Acts,8,26,39,,,,,,,,,,,,,,,,,,,,
le.ep.me.m10.d12~lemeLI.Epistle.chapverse,Ephesians,6.10-17,Ephesians,6,10,17,,,,,,,,,,,,,,,,,,,,
le.ep.me.m10.d13~lemeLI.Epistle.chapverse,Ephesians,6.10-17,Ephesians,6,10,17,,,,,,,,,,,,,,,,,,,,
le.ep.me.m10.d14~lemeLI.Epistle.chapverse,Ephesians,6.10-17,Ephesians,6,10,17,,,,,,,,,,,,,,,,,,,,
le.ep.me.m10.d15~lemeLI.Epistle.chapverse,2 Timothy,1.8-18,2 Timothy,1,8,18,,,,,,,,,,,,,,,,,,,,
le.ep.me.m10.d16~lemeLI.Epistle.chapverse,2 Timothy,2.1-10,2 Timothy,2,1,10,,,,,,,,,,,,,,,,,,,,
le.ep.me.m10.d17~lemeLI.Epistle.chapverse,Hebrews,11.33-40; 12.1-2,Hebrews,11,33,40,Hebrews,12,1,2,,,,,,,,,,,,,,,,
le.ep.me.m10.d18~lemeLI.Epistle.chapverse,Colossians,4.5-11; 4.14-18,Colossians,4,5,11,Colossians,4,14,18,,,,,,,,,,,,,,,,
le.ep.me.m10.d19~lemeLI.Epistle.chapverse,Acts,2.14-21,Acts,2,14,21,,,,,,,,,,,,,,,,,,,,
le.ep.me.m10.d20~lemeLI.Epistle.chapverse,2 Timothy,2.1-10,2 Timothy,2,1,10,,,,,,,,,,,,,,,,,,,,
le.ep.me.m10.d20~lemeLI.Epistle2.chapverse,Galatians,5.22-26; 6.1-2,Galatians,5,22,26,Galatians,6,1,2,,,,,,,,,,,,,,,,
le.ep.me.m10.d21~lemeLI.Epistle.chapverse,2 Corinthians,9.6-11,2 Corinthians,9,6,11,,,,,,,,,,,,,,,,,,,,
le.ep.me.m10.d22~lemeLI.Epistle.chapverse,Hebrews,7.26-28; 8.1-2,Hebrews,7,26,28,Hebrews,8,1,2,,,,,,,,,,,,,,,,
le.ep.me.m10.d22~lemeLI.Epistle2.chapverse,Hebrews,11.33-40; 12.1-2,Hebrews,11,33,40,Hebrews,12,1,2,,,,,,,,,,,,,,,,
le.ep.me.m10.d23~lemeLI.Epistle.chapverse,Galatians,1.11-19,Galatians,1,11,19,,,,,,,,,,,,,,,,,,,,
le.ep.me.m10.d23~lemeVE.Reading1.chapverse,James,1.1-12,James,1,1,12,,,,,,,,,,,,,,,,,,,,
le.ep.me.m10.d23~lemeVE.Reading2.chapverse,James,1.17-27,James,1,17,27,,,,,,,,,,,,,,,,,,,,
le.ep.me.m10.d23~lemeVE.Reading3.chapverse,James,5.7-20,James,5,7,20,,,,,,,,,,,,,,,,,,,,
le.ep.me.m10.d24~lemeLI.Epistle.chapverse,Hebrews,11.33-40; 12.1-2,Hebrews,11,33,40,Hebrews,12,1,2,,,,,,,,,,,,,,,,
le.ep.me.m10.d25~lemeLI.Epistle.chapverse,Colossians,3.4-11,Colossians,3,4,11,,,,,,,,,,,,,,,,,,,,
le.ep.me.m10.d26~lemeLI.Epistle.chapverse,2 Timothy,2.1-10,2 Timothy,2,1,10,,,,,,,,,,,,,,,,,,,,
le.ep.me.m10.d28~lemeLI.Epistle.chapverse,Hebrews,9.1-7,Hebrews,9,1,7,,,,,,,,,,,,,,,,,,,,
le.ep.me.m10.dHF~lemeLI.Epistle.chapverse,Titus,3.8-15,Titus,3,8,15,,,,,,,,,,,,,,,,,,,,
le.ep.me.m11.d01~lemeLI.Epistle.chapverse,1 Corinthians,12.27-13.8,1 Corinthians,12,27,31,1 Corinthians,13,1,8,,,,,,,,,,,,,,,,
le.ep.me.m11.d02~lemeLI.Epistle.chapverse,Hebrews,12.1-10,Hebrews,12,1,10,,,,,,,,,,,,,,,,,,,,
le.ep.me.m11.d03~lemeLI.Epistle.chapverse,Ephesians,2.4-10,Ephesians,2,4,10,,,,,,,,,,,,,,,,,,,,
le.ep.me.m11.d04~lemeLI.Epistle.chapverse,2 Corinthians,9.6-11,2 Corinthians,9,6,11,,,,,,,,,,,,,,,,,,,,
le.ep.me.m11.d05~lemeLI.Epistle.chapverse,Hebrews,10.32-38,Hebrews,10,32,38,,,,,,,,,,,,,,,,,,,,
le.ep.me.m11.d06~lemeLI.Epistle.chapverse,Hebrews,8.1-6,Hebrews,8,1,6,,,,,,,,,,,,,,,,,,,,
le.ep.me.m11.d07~lemeLI.Epistle.chapverse,Hebrews,11.33-40; 12.1-2,Hebrews,11,33,40,Hebrews,12,1,2,,,,,,,,,,,,,,,,
le.ep.me.m11.d08~lemeLI.Epistle.chapverse,Hebrews,2.2-10,Hebrews,2,2,10,,,,,,,,,,,,,,,,,,,,
le.ep.me.m11.d09~lemeLI.Epistle.chapverse,Hebrews,10.32-38,Hebrews,10,32,38,,,,,,,,,,,,,,,,,,,,
le.ep.me.m11.d09~lemeLI.Epistle2.chapverse,Ephesians,5.8-19,Ephesians,5,8,19,,,,,,,,,,,,,,,,,,,,
le.ep.me.m11.d10~lemeLI.Epistle.chapverse,1 Corinthians,4.9-16,1 Corinthians,4,9,16,,,,,,,,,,,,,,,,,,,,
le.ep.me.m11.d11~lemeLI.Epistle.chapverse,2 Corinthians,4.6-15,2 Corinthians,4,6,15,,,,,,,,,,,,,,,,,,,,
le.ep.me.m11.d12~lemeLI.Epistle.chapverse,2 Corinthians,9.6-11,2 Corinthians,9,6,11,,,,,,,,,,,,,,,,,,,,
le.ep.me.m11.d13~lemeLI.Epistle.chapverse,Hebrews,7.26-28; 8.1-2,Hebrews,7,26,28,Hebrews,8,1,2,,,,,,,,,,,,,,,,
le.ep.me.m11.d14~lemeLI.Epistle.chapverse,1 Corinthians,4.9-16,1 Corinthians,4,9,16,,,,,,,,,,,,,,,,,,,,
le.ep.me.m11.d15~lemeLI.Epistle.chapverse,Ephesians,6.10-17,Ephesians,6,10,17,,,,,,,,,,,,,,,,,,,,
le.ep.me.m11.d16~lemeLI.Epistle.chapverse,1 Corinthians,4.9-16,1 Corinthians,4,9,16,,,,,,,,,,,,,,,,,,,,
