topic~key,Book,Citation,bk1,c1,vf1,vt1,bk2,c2,vf2,vt2,bk3,c3,vf3,vt3,bk4,c4,vf4,vf4,bk5,c5,vf5,vt5,bk6,c6,vf6,vt6
le.go.mc.d196~lemcLI.Gospel.chapverse,Matthew,19.3-12,Matthew,19,3,12,,,,,,,,,,,,,,,,,,,,
le.go.mc.d197~lemcLI.Gospel.chapverse,Matthew,18.23-35,Matthew,18,23,35,,,,,,,,,,,,,,,,,,,,
le.go.mc.d198~lemcLI.Gospel.chapverse,Mark,1.9-15,Mark,1,9,15,,,,,,,,,,,,,,,,,,,,
le.go.mc.d199~lemcLI.Gospel.chapverse,Mark,1.16-22,Mark,1,16,22,,,,,,,,,,,,,,,,,,,,
le.go.mc.d200~lemcLI.Gospel.chapverse,Mark,1.23-28,Mark,1,23,28,,,,,,,,,,,,,,,,,,,,
le.go.mc.d201~lemcLI.Gospel.chapverse,Mark,1.29-35,Mark,1,29,35,,,,,,,,,,,,,,,,,,,,
le.go.mc.d202~lemcLI.Gospel.chapverse,Mark,2.18-22,Mark,2,18,22,,,,,,,,,,,,,,,,,,,,
le.go.mc.d203~lemcLI.Gospel.chapverse,Matthew,20.29-34,Matthew,20,29,34,,,,,,,,,,,,,,,,,,,,
le.go.mc.d204~lemcLI.Gospel.chapverse,Matthew,19.16-26,Matthew,19,16,26,,,,,,,,,,,,,,,,,,,,
le.go.mc.d205~lemcLI.Gospel.chapverse,Mark,3.6-12,Mark,3,6,12,,,,,,,,,,,,,,,,,,,,
le.go.mc.d206~lemcLI.Gospel.chapverse,Mark,3.13-21,Mark,3,13,21,,,,,,,,,,,,,,,,,,,,
le.go.mc.d207~lemcLI.Gospel.chapverse,Mark,3.20-27,Mark,3,20,27,,,,,,,,,,,,,,,,,,,,
le.go.mc.d208~lemcLI.Gospel.chapverse,Mark,3.28-35,Mark,3,28,35,,,,,,,,,,,,,,,,,,,,
le.go.mc.d209~lemcLI.Gospel.chapverse,Mark,4.1-9,Mark,4,1,9,,,,,,,,,,,,,,,,,,,,
le.go.mc.d210~lemcLI.Gospel.chapverse,Matthew,22.15-22,Matthew,22,15,22,,,,,,,,,,,,,,,,,,,,
le.go.mc.d211~lemcLI.Gospel.chapverse,Matthew,21.33-42,Matthew,21,33,42,,,,,,,,,,,,,,,,,,,,
le.go.mc.d212~lemcLI.Gospel.chapverse,Mark,4.10-23,Mark,4,10,23,,,,,,,,,,,,,,,,,,,,
le.go.mc.d213~lemcLI.Gospel.chapverse,Mark,4.24-34,Mark,4,24,34,,,,,,,,,,,,,,,,,,,,
le.go.mc.d214~lemcLI.Gospel.chapverse,Mark,4.35-41,Mark,4,35,41,,,,,,,,,,,,,,,,,,,,
le.go.mc.d215~lemcLI.Gospel.chapverse,Mark,5.1-20,Mark,5,1,20,,,,,,,,,,,,,,,,,,,,
le.go.mc.d216~lemcLI.Gospel.chapverse,Mark,5.22-24; 35-43; 6.1,Mark,5,22,24,Mark,5,35,43,Mark,6,1,1,,,,,,,,,,,,
le.go.mc.d217~lemcLI.Gospel.chapverse,Matthew,23.1-12,Matthew,23,1,12,,,,,,,,,,,,,,,,,,,,
le.go.mc.d218~lemcLI.Gospel.chapverse,Matthew,22.2-14,Matthew,22,2,14,,,,,,,,,,,,,,,,,,,,
le.go.mc.d219~lemcLI.Gospel.chapverse,Mark,5.24-34,Mark,5,24,34,,,,,,,,,,,,,,,,,,,,
le.go.mc.d220~lemcLI.Gospel.chapverse,Mark,6.1-7,Mark,6,1,7,,,,,,,,,,,,,,,,,,,,
le.go.mc.d221~lemcLI.Gospel.chapverse,Mark,6.7-13,Mark,6,7,13,,,,,,,,,,,,,,,,,,,,
le.go.mc.d222~lemcLI.Gospel.chapverse,Mark,6.30-45,Mark,6,30,45,,,,,,,,,,,,,,,,,,,,
le.go.mc.d223~lemcLI.Gospel.chapverse,Mark,6.45-53,Mark,6,45,53,,,,,,,,,,,,,,,,,,,,
le.go.mc.d224~lemcLI.Gospel.chapverse,Matthew,24.1-13,Matthew,24,1,13,,,,,,,,,,,,,,,,,,,,
le.go.mc.d225~lemcLI.Gospel.chapverse,Matthew,22.35-46,Matthew,22,35,46,,,,,,,,,,,,,,,,,,,,
le.go.mc.d226~lemcLI.Gospel.chapverse,Mark,6.54-56; 7.1-8,Mark,6,54,56,Mark,7,1,8,,,,,,,,,,,,,,,,
le.go.mc.d227~lemcLI.Gospel.chapverse,Mark,7.5-15,Mark,7,5,15,,,,,,,,,,,,,,,,,,,,
le.go.mc.d228~lemcLI.Gospel.chapverse,Mark,7.14-24,Mark,7,14,24,,,,,,,,,,,,,,,,,,,,
le.go.mc.d229~lemcLI.Gospel.chapverse,Mark,7.24-30,Mark,7,24,30,,,,,,,,,,,,,,,,,,,,
le.go.mc.d230~lemcLI.Gospel.chapverse,Mark,8.1-10,Mark,8,1,10,,,,,,,,,,,,,,,,,,,,
le.go.mc.d231~lemcLI.Gospel.chapverse,Matthew,24.34-37; 42-44,Matthew,24,34,37,Matthew,24,42,44,,,,,,,,,,,,,,,,
le.go.mc.d232~lemcLI.Gospel.chapverse,Matthew,25.14-30,Matthew,25,14,30,,,,,,,,,,,,,,,,,,,,
le.go.mc.d238~lemcLI.Gospel.chapverse,Matthew,25.1-13,Matthew,25,1,13,,,,,,,,,,,,,,,,,,,,
le.go.mc.d239~lemcLI.Gospel.chapverse,Matthew,15.21-28,Matthew,15,21,28,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d01~lemeLI.Gospel.chapverse,Luke,2.20-21; 40-52,Luke,2,20,21,Luke,2,40,52,,,,,,,,,,,,,,,,
le.go.me.m01.d01~lemeMA.Gospel.chapverse,John,10.1-9,John,10,1,9,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d02~lemeLI.Gospel.chapverse,John,3.1-15,John,3,1,15,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d04~lemeLI.Gospel.chapverse,John,1.18-28,John,1,18,28,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d05~lemeH1.Gospel.chapverse,Matthew,3.1-6,Matthew,3,1,6,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d05~lemeH3.Gospel.chapverse,Mark,1.1-8,Mark,1,1,8,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d05~lemeH6.Gospel.chapverse,Mark,1.9-11,Mark,1,9,11,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d05~lemeH9.Gospel.chapverse,Luke,3.1-18,Luke,3,1,18,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d06~lemeLI.Gospel.chapverse,Matthew,3.13-17,Matthew,3,13,17,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d07~lemeLI.Gospel.chapverse,John,1.29-34,John,1,29,34,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d08~lemeLI.Gospel.chapverse,John,3.22-33,John,3,22,33,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d09~lemeLI.Gospel.chapverse,Mark,1.9-12,Mark,1,9,12,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d10~lemeLI.Gospel.chapverse,Luke,3.19-22,Luke,3,19,22,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d10~lemeLI.Gospel2.chapverse,Matthew,4.25 - 5.12,Matthew,4,25,25,Matthew,5,1,12,,,,,,,,,,,,,,,,
le.go.me.m01.d11~lemeLI.Gospel.chapverse,Luke,4.1-15,Luke,4,1,15,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d11~lemeLI.Gospel2.chapverse,Matthew,11.27-30,Matthew,11,27,30,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d12~lemeLI.Gospel.chapverse,John,10.39-42,John,10,39,42,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d13~lemeLI.Gospel.chapverse,Luke,20.1-8,Luke,20,1,8,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d14~lemeLI.Gospel.chapverse,Luke,12.32-40,Luke,12,32,40,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d15~lemeLI.Gospel.chapverse,Luke,12.32-40,Luke,12,32,40,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d16~lemeLI.Gospel.chapverse,John,21.14-25,John,21,14,25,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d17~lemeLI.Gospel.chapverse,Luke,6.17-30,Luke,6,17,23,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d17~lemeMA.Gospel.chapverse,Matthew,11.27-30,Matthew,11,27,30,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d18~lemeLI.Gospel.chapverse,Matthew,5.14-19,Matthew,5,14,19,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d18~lemeMA.Gospel.chapverse,Matthew,11.27-30,Matthew,11,27,30,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d20~lemeLI.Gospel.chapverse,Luke,6.17-23,Luke,6,17,23,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d20~lemeMA.Gospel.chapverse,Matthew,11.27-30,Matthew,11,27,30,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d21~lemeLI.Gospel.chapverse,Luke,12.8-12,Luke,12,8,12,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d22~lemeLI.Gospel.chapverse,Matthew,10.32-33; 37-38; 19.27-30,Matthew,10,32,33,Matthew,10,37,38,Matthew,19,27,30,,,,,,,,,,,,
le.go.me.m01.d23~lemeLI.Gospel.chapverse,Mark,2.23-28; 3.1-5,Mark,2,23,28,Mark,3,1,5,,,,,,,,,,,,,,,,
le.go.me.m01.d25~lemeLI.Gospel.chapverse,John,10.9-16,John,10,9,16,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d25~lemeMA.Gospel.chapverse,John,10.1-9,John,10,1,9,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d27~lemeLI.Gospel.chapverse,John,10.9-16,John,10,9,16,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d27~lemeMA.Gospel.chapverse,John,10.1-9,John,10,1,9,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d28~lemeLI.Gospel.chapverse,Luke,6.17-23,Luke,6,17,23,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d29~lemeLI.Gospel.chapverse,Mark,9.33-41,Mark,9,33,41,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d30~lemeLI.Gospel.chapverse,Matthew,5.14-19,Matthew,5,14,19,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d30~lemeMA.Gospel.chapverse,John,10.9-16,John,10,9,16,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.d31~lemeLI.Gospel.chapverse,Matthew,10.1; 5-8,Matthew,10,1,1,Matthew,10,5,8,,,,,,,,,,,,,,,,
le.go.me.m01.dSatAE~lemeLI.Gospel.chapverse,Matthew,4.1-11,Matthew,4,1,11,,,,,,,,,,,,,,,,,,,,
le.go.me.m01.dSunAE~lemeLI.Gospel.chapverse,Matthew,4.12-17,Matthew,4,12,17,,,,,,,,,,,,,,,,,,,,
le.go.me.m02.d01~lemeLI.Gospel.chapverse,Luke,10.19-21,Luke,10,16,21,,,,,,,,,,,,,,,,,,,,
le.go.me.m02.d02~lemeLI.Gospel.chapverse,Luke,2.22-40,Luke,2,22,40,,,,,,,,,,,,,,,,,,,,
le.go.me.m02.d02~lemeMA.Gospel.chapverse,Luke,2.25-32,Luke,2,25,32,,,,,,,,,,,,,,,,,,,,
le.go.me.m02.d03~lemeLI.Gospel.chapverse,Luke,2.25-38,Luke,2,25,38,,,,,,,,,,,,,,,,,,,,
le.go.me.m02.d08~lemeLI.Gospel.chapverse,Matthew,10.16-22,Matthew,10,16,22,,,,,,,,,,,,,,,,,,,,
le.go.me.m02.d09~lemeLI.Gospel.chapverse,Luke,21.12-19,Luke,21,12,19,,,,,,,,,,,,,,,,,,,,
le.go.me.m02.d10~lemeLI.Gospel.chapverse,John,15.17-27; 16.1-2,John,15,17,27,John,16,1,2,,,,,,,,,,,,,,,,
le.go.me.m02.d11~lemeLI.Gospel.chapverse,Matthew,10.1; 5-8,Matthew,10,1,1,Matthew,10,5,8,,,,,,,,,,,,,,,,
le.go.me.m02.d17~lemeLI.Gospel.chapverse,Luke,20.45-21.4,Luke,20,45,47,Luke,21,1,4,,,,,,,,,,,,,,,,
le.go.me.m02.d19~lemeLI.Gospel.chapverse,John,15.12-13; 18-19,John,15,12,13,John,15,18,19,,,,,,,,,,,,,,,,
le.go.me.m02.d19~lemeMA.Gospel.chapverse,Matthew,6.19-21,Matthew,6,19,21,,,,,,,,,,,,,,,,,,,,
le.go.me.m02.d23~lemeLI.Gospel.chapverse,John,12.24-26; 35-36,John,12,24,26,John,12,35,36,,,,,,,,,,,,,,,,
le.go.me.m02.d24~lemeLI.Gospel.chapverse,Matthew,11.2-15,Matthew,11,2,15,,,,,,,,,,,,,,,,,,,,
le.go.me.m02.d24~lemeMA.Gospel.chapverse,Luke,7.17-30,Luke,7,17,30,,,,,,,,,,,,,,,,,,,,
le.go.me.m03.d09~lemeLI.Gospel.chapverse,Matthew,20.1-16,Matthew,20,1,16,,,,,,,,,,,,,,,,,,,,
le.go.me.m03.d09~lemeMA.Gospel.chapverse,John,15.17-27; 16.1-2,John,15,17,27,John,16,1,2,,,,,,,,,,,,,,,,
le.go.me.m03.d17~lemeLI.Gospel.chapverse,Luke,9.12-18,Luke,9,12,18,,,,,,,,,,,,,,,,,,,,
le.go.me.m03.d25~lemeLI.Gospel.chapverse,Luke,1.24-38,Luke,1,24,38,,,,,,,,,,,,,,,,,,,,
le.go.me.m03.d25~lemeMA.Gospel.chapverse,Luke,1.39-49; 56,Luke,1,39,49,Luke,1,56,56,,,,,,,,,,,,,,,,
le.go.me.m03.d26~lemeLI.Gospel.chapverse,Luke,10.16-21,Luke,10,16,21,,,,,,,,,,,,,,,,,,,,
le.go.me.m03.d30~lemeLI.Gospel.chapverse,Matthew,11.27-30,Matthew,11,27,30,,,,,,,,,,,,,,,,,,,,
le.go.me.m04.d01~lemeLI.Gospel.chapverse,John,8.3-11,John,8,3,11,,,,,,,,,,,,,,,,,,,,
le.go.me.m04.d22~lemeLI.Gospel.chapverse,Matthew,11.27-30,Matthew,11,27,30,,,,,,,,,,,,,,,,,,,,
le.go.me.m04.d23~lemeLI.Gospel.chapverse,John,15.17-27; 16.1-2,John,15,17,27,John,16,1,2,,,,,,,,,,,,,,,,
le.go.me.m04.d23~lemeMA.Gospel.chapverse,Luke,21.12-19,Luke,21,12,19,,,,,,,,,,,,,,,,,,,,
le.go.me.m04.d25~lemeLI.Gospel.chapverse,Luke,10.16-21,Luke,10,16,21,,,,,,,,,,,,,,,,,,,,
le.go.me.m04.d30~lemeLI.Gospel.chapverse,Luke,9.1-6,Luke,9,1,6,,,,,,,,,,,,,,,,,,,,
le.go.me.m05.d01~lemeLI.Gospel.chapverse,Luke,4.22-30,Luke,4,22,30,,,,,,,,,,,,,,,,,,,,
le.go.me.m05.d02~lemeLI.Gospel.chapverse,Matthew,5.14-19,Matthew,5,14,19,,,,,,,,,,,,,,,,,,,,
le.go.me.m05.d08~lemeLI.Gospel.chapverse,John,19.25-27; 21.24-25,John,19,25,27,John,21,24,25,,,,,,,,,,,,,,,,
le.go.me.m05.d08~lemeLI.Gospel2.chapverse,Matthew,11.27-30,Matthew,11,27,30,,,,,,,,,,,,,,,,,,,,
le.go.me.m05.d08~lemeMA.Gospel.chapverse,John,21.14-25,John,21,14,25,,,,,,,,,,,,,,,,,,,,
le.go.me.m05.d09~lemeLI.Gospel.chapverse,Luke,4.22-30,Luke,4,22,30,,,,,,,,,,,,,,,,,,,,
le.go.me.m05.d15~lemeLI.Gospel.chapverse,Matthew,4.23-25; 5.1-13,Matthew,4,23,25,Matthew,5,1,13,,,,,,,,,,,,,,,,
le.go.me.m05.d20~lemeLI.Gospel.chapverse,Luke,10.19-21,Luke,10,16,21,,,,,,,,,,,,,,,,,,,,
le.go.me.m05.d21~lemeLI.Gospel.chapverse,John,10.1-9,John,10,1,9,,,,,,,,,,,,,,,,,,,,
le.go.me.m05.d21~lemeMA.Gospel.chapverse,John,10.9-16,John,10,9,16,,,,,,,,,,,,,,,,,,,,
le.go.me.m05.d24~lemeLI.Gospel.chapverse,Matthew,5.14-19,Matthew,5,14,19,,,,,,,,,,,,,,,,,,,,
le.go.me.m05.d25~lemeLI.Gospel.chapverse,Matthew,11.2-15,Matthew,11,2,15,,,,,,,,,,,,,,,,,,,,
le.go.me.m05.d25~lemeMA.Gospel.chapverse,Luke,7.17-30,Luke,7,17,30,,,,,,,,,,,,,,,,,,,,
le.go.me.m06.d02~lemeLI.Gospel.chapverse,Luke,12.8-12,Luke,12,8,12,,,,,,,,,,,,,,,,,,,,
le.go.me.m06.d04~lemeLI.Gospel.chapverse,John,10.1-9,John,10,1,9,,,,,,,,,,,,,,,,,,,,
le.go.me.m06.d08~lemeLI.Gospel.chapverse,Matthew,10.16-22,Matthew,10,16,22,,,,,,,,,,,,,,,,,,,,
le.go.me.m06.d09~lemeLI.Gospel.chapverse,Matthew,5.14-19,Matthew,5,14,19,,,,,,,,,,,,,,,,,,,,
le.go.me.m06.d11~lemeLI.Gospel.chapverse,Luke,10.16-21,Luke,10,16,21,,,,,,,,,,,,,,,,,,,,
le.go.me.m06.d14~lemeLI.Gospel.chapverse,Luke,4.22-30,Luke,4,22,30,,,,,,,,,,,,,,,,,,,,
le.go.me.m06.d19~lemeLI.Gospel.chapverse,John,14.21-24,John,14,21,24,,,,,,,,,,,,,,,,,,,,
le.go.me.m06.d24~lemeLI.Gospel.chapverse,Luke,1.1-25; 57-68; 76; 80,Luke,1,1,25,Luke,1,57,68,Luke,1,76,76,Luke,1,80,80,,,,,,,,
le.go.me.m06.d24~lemeMA.Gospel.chapverse,Luke,1.24-25; 57-68; 76; 80,Luke,1,24,25,Luke,1,57,68,Luke,1,76,76,Luke,1,80,80,,,,,,,,
le.go.me.m06.d26~lemeLI.Gospel.chapverse,Luke,6.17-23,Luke,6,17,23,,,,,,,,,,,,,,,,,,,,
le.go.me.m06.d27~lemeLI.Gospel.chapverse,Luke,12.32-40,Luke,12,32,40,,,,,,,,,,,,,,,,,,,,
le.go.me.m06.d28~lemeLI.Gospel.chapverse,Matthew,10.1; 5-8,Matthew,10,1,1,Matthew,10,5,8,,,,,,,,,,,,,,,,
le.go.me.m06.d29~lemeLI.Gospel.chapverse,Matthew,16.13-19,Matthew,16,13,19,,,,,,,,,,,,,,,,,,,,
le.go.me.m06.d29~lemeMA.Gospel.chapverse,John,21.14-25,John,21,14,25,,,,,,,,,,,,,,,,,,,,
le.go.me.m06.d30~lemeLI.Gospel.chapverse,Matthew,9.36-38; 10.1-8,Matthew,9,36,38,Matthew,10,1,8,,,,,,,,,,,,,,,,
le.go.me.m07.d01~lemeLI.Gospel.chapverse,Matthew,10.1; 5-8,Matthew,10,1,1,Matthew,10,5,8,,,,,,,,,,,,,,,,
le.go.me.m07.d02~lemeLI.Gospel.chapverse,Luke,1.39-49; 56,Luke,1,39,49,Luke,1,56,56,,,,,,,,,,,,,,,,
le.go.me.m07.d08~lemeLI.Gospel.chapverse,Luke,6.17-19; 9.1-2; 10.16-22,Luke,6,17,19,Luke,9,1,2,Luke,10,16,22,,,,,,,,,,,,
le.go.me.m07.d11~lemeLI.Gospel.chapverse,Luke,7.36-50,Luke,7,36,50,,,,,,,,,,,,,,,,,,,,
le.go.me.m07.d15~lemeLI.Gospel.chapverse,Matthew,17.24-27; 18.1-4,Matthew,17,24,27,Matthew,18,1,4,,,,,,,,,,,,,,,,
le.go.me.m07.d17~lemeLI.Gospel.chapverse,Mark,5.24-34,Mark,5,24,34,,,,,,,,,,,,,,,,,,,,
le.go.me.m07.d20~lemeLI.Gospel.chapverse,Luke,4.22-30,Luke,4,22,30,,,,,,,,,,,,,,,,,,,,
le.go.me.m07.d22~lemeLI.Gospel.chapverse,Luke,8.1-3,Luke,8,1,3,,,,,,,,,,,,,,,,,,,,
le.go.me.m07.d25~lemeLI.Gospel.chapverse,Luke,8.16-21,Luke,8,16,21,,,,,,,,,,,,,,,,,,,,
le.go.me.m07.d27~lemeLI.Gospel.chapverse,Luke,21.12-19,Luke,21,12,19,,,,,,,,,,,,,,,,,,,,
le.go.me.m07.d31~lemeLI.Gospel.chapverse,Luke,8.16-21,Luke,8,16,21,,,,,,,,,,,,,,,,,,,,
le.go.me.m07.dHF~lemeLI.Gospel.chapverse,Matthew,5.14-19,Matthew,5,14,19,,,,,,,,,,,,,,,,,,,,
le.go.me.m08.d01~lemeLI.Gospel.chapverse,Matthew,10.16-22,Matthew,10,16,22,,,,,,,,,,,,,,,,,,,,
le.go.me.m08.d02~lemeLI.Gospel.chapverse,Matthew,21.33-42,Matthew,21,33,42,,,,,,,,,,,,,,,,,,,,
le.go.me.m08.d06~lemeLI.Gospel.chapverse,Matthew,17.1-9,Matthew,17,1,9,,,,,,,,,,,,,,,,,,,,
le.go.me.m08.d06~lemeMA.Gospel.chapverse,Luke,9.28-36,Luke,9,28,36,,,,,,,,,,,,,,,,,,,,
le.go.me.m08.d07~lemeLI.Gospel.chapverse,Mark,9.2-9,Mark,9,2,9,,,,,,,,,,,,,,,,,,,,
le.go.me.m08.d09~lemeLI.Gospel.chapverse,Luke,10.16-21,Luke,10,16,21,,,,,,,,,,,,,,,,,,,,
le.go.me.m08.d15~lemeLI.Gospel.chapverse,Luke,10.38-42; 11.27-28,Luke,10,38,42,Luke,11,27,28,,,,,,,,,,,,,,,,
le.go.me.m08.d15~lemeMA.Gospel.chapverse,Luke,1.39-49; 56,Luke,1,39,49,Luke,1,56,56,,,,,,,,,,,,,,,,
le.go.me.m08.d16~lemeLI.Gospel.chapverse,Luke,9.51-57; 10.22-24; 13.22,Luke,9,51,57,Luke,10,22,24,Luke,13,22,22,,,,,,,,,,,,
le.go.me.m08.d21~lemeLI.Gospel.chapverse,Mark,3.13-21,Mark,3,13,21,,,,,,,,,,,,,,,,,,,,
le.go.me.m08.d25~lemeLI.Gospel.chapverse,Matthew,5.14-19,Matthew,5,14,19,,,,,,,,,,,,,,,,,,,,
le.go.me.m08.d29~lemeLI.Gospel.chapverse,Mark,6.14-30,Mark,6,14,30,,,,,,,,,,,,,,,,,,,,
le.go.me.m08.d29~lemeMA.Gospel.chapverse,Matthew,14.1-13,Matthew,14,1,13,,,,,,,,,,,,,,,,,,,,
le.go.me.m08.d31~lemeLI.Gospel.chapverse,Luke,10.38-42; 11.27; 28,Luke,10,38,42,Luke,11,27,28,,,,,,,,,,,,,,,,
le.go.me.m09.d01~lemeLI.Gospel.chapverse,Luke,4.16-22,Luke,4,16,22,,,,,,,,,,,,,,,,,,,,
le.go.me.m09.d01~lemeLI.Gospel2.chapverse,John,10.9-16,John,10,9,16,,,,,,,,,,,,,,,,,,,,
le.go.me.m09.d02~lemeLI.Gospel.chapverse,John,15.1-11,John,15,1,11,,,,,,,,,,,,,,,,,,,,
le.go.me.m09.d02~lemeLI.Gospel2.chapverse,John,10.9-16,John,10,9,16,,,,,,,,,,,,,,,,,,,,
le.go.me.m09.d03~lemeLI.Gospel.chapverse,Matthew,11.27-30,Matthew,11,27,30,,,,,,,,,,,,,,,,,,,,
le.go.me.m09.d04~lemeLI.Gospel.chapverse,Matthew,10.32-36; 11.1,Matthew,10,32,36,Matthew,11,1,1,,,,,,,,,,,,,,,,
le.go.me.m09.d05~lemeLI.Gospel.chapverse,Matthew,23.29-39,Matthew,23,29,39,,,,,,,,,,,,,,,,,,,,
le.go.me.m09.d06~lemeLI.Gospel.chapverse,Luke,10.16-21,Luke,10,16,21,,,,,,,,,,,,,,,,,,,,
le.go.me.m09.d07~lemeLI.Gospel.chapverse,Luke,21.12-19,Luke,21,12,19,,,,,,,,,,,,,,,,,,,,
le.go.me.m09.d08~lemeLI.Gospel.chapverse,Luke,10.38-42; 11.27-28,Luke,10,38,42,Luke,11,27,28,,,,,,,,,,,,,,,,
le.go.me.m09.d08~lemeMA.Gospel.chapverse,Luke,1.39-49; 56,Luke,1,39,49,Luke,1,56,56,,,,,,,,,,,,,,,,
le.go.me.m09.d09~lemeLI.Gospel.chapverse,Luke,8.16-21,Luke,8,16,21,,,,,,,,,,,,,,,,,,,,
le.go.me.m09.d10~lemeLI.Gospel.chapverse,John,3.16-21,John,3,16,21,,,,,,,,,,,,,,,,,,,,
le.go.me.m09.d11~lemeLI.Gospel.chapverse,John,12.19-36,John,12,19,36,,,,,,,,,,,,,,,,,,,,
le.go.me.m09.d12~lemeLI.Gospel.chapverse,John,11.47-54,John,11,47,54,,,,,,,,,,,,,,,,,,,,
le.go.me.m09.d13~lemeLI.Gospel.chapverse,John,12.25-36,John,12,25,36,,,,,,,,,,,,,,,,,,,,
le.go.me.m09.d14~lemeLI.Gospel.chapverse,John,19.6-11; 13-20; 25-28; 30,John,19,6,11,John,19,13,20,John,19,25,28,John,19,30,30,,,,,,,,
le.go.me.m09.d14~lemeMA.Gospel.chapverse,John,12.28-36,John,12,28,36,,,,,,,,,,,,,,,,,,,,
le.go.me.m09.d15~lemeLI.Gospel.chapverse,Matthew,10.16-22,Matthew,10,16,22,,,,,,,,,,,,,,,,,,,,
le.go.me.m09.d16~lemeLI.Gospel.chapverse,Luke,7.36-50,Luke,7,36,50,,,,,,,,,,,,,,,,,,,,
le.go.me.m09.d17~lemeMA.Gospel.chapverse,Matthew,25.1-13,Matthew,25,1,13,,,,,,,,,,,,,,,,,,,,
le.go.me.m09.d20~lemeLI.Gospel.chapverse,Luke,21.12-19,Luke,21,12,19,,,,,,,,,,,,,,,,,,,,
le.go.me.m09.d23~lemeLI.Gospel.chapverse,Luke,1.5-25,Luke,1,5,25,,,,,,,,,,,,,,,,,,,,
le.go.me.m09.d24~lemeLI.Gospel.chapverse,Matthew,25.1-13,Matthew,25,1,13,,,,,,,,,,,,,,,,,,,,
le.go.me.m09.d26~lemeLI.Gospel.chapverse,John,19.25-27; 21.24-25,John,19,25,27,John,21,24,25,,,,,,,,,,,,,,,,
le.go.me.m09.d28~lemeLI.Gospel.chapverse,Luke,6.17-23,Luke,6,17,23,,,,,,,,,,,,,,,,,,,,
le.go.me.m09.d30~lemeLI.Gospel.chapverse,Matthew,24.42-47,Matthew,24,42,47,,,,,,,,,,,,,,,,,,,,
le.go.me.m09.dSatAC~lemeLI.Gospel.chapverse,John,8.21-30,John,8,21,30,,,,,,,,,,,,,,,,,,,,
le.go.me.m09.dSatBC~lemeLI.Gospel.chapverse,Matthew,10.37-42; 11.1,Matthew,10,32,36,Matthew,11,1,1,,,,,,,,,,,,,,,,
le.go.me.m09.dSunAC~lemeLI.Gospel.chapverse,Mark,8.34-38; 9.1,Mark,8,34,38,,,,,,,,,,,,,,,,,,,,
le.go.me.m09.dSunBC~lemeLI.Gospel.chapverse,John,3.13-17,John,3,13,17,,,,,,,,,,,,,,,,,,,,
le.go.me.m10.d01~lemeLI.Gospel.chapverse,Luke,10.38-42; 11.27-28,Luke,10,38,42,Luke,11,27,28,,,,,,,,,,,,,,,,
le.go.me.m10.d01~lemeLI.Gospel2.chapverse,Luke,10.16-21,Luke,10,16,21,,,,,,,,,,,,,,,,,,,,
le.go.me.m10.d01~lemeMA.Gospel.chapverse,Luke,1.39-49; 56,Luke,1,39,49,Luke,1,56,56,,,,,,,,,,,,,,,,
le.go.me.m10.d02~lemeLI.Gospel.chapverse,John,10.9-16,John,10,9,16,,,,,,,,,,,,,,,,,,,,
le.go.me.m10.d03~lemeLI.Gospel.chapverse,Matthew,13.44-54,Matthew,13,44,54,,,,,,,,,,,,,,,,,,,,
